ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4909	"ENSG00000182196"	"ARL6IP4"	chr12	+	123465675	123466426	123465675	123465813	123466141	123466426	4909	1,2,1	272,301,250	0,0,0	196,223,157	202	101	1	1.0	0.002,0.003,0.002	0.0,0.0,0.0	0.002
4910	"ENSG00000182196"	"ARL6IP4"	chr12	+	123465675	123466426	123465675	123465846	123466141	123466426	4910	1,2,0	336,410,312	0,0,0	265,247,209	202	101	1	1.0	0.001,0.002,0.0	0.0,0.0,0.0	0.001
4911	"ENSG00000182196"	"ARL6IP4"	chr12	+	123466503	123467085	123466503	123466621	123467015	123467085	4911	10,7,12	1058,1054,1032	5,4,3	683,721,617	202	101	1	1.0	0.005,0.003,0.006	0.004,0.003,0.002	0.002
4912	"ENSG00000182196"	"ARL6IP4"	chr12	+	123467015	123467455	123467015	123467085	123467166	123467455	4912	10,9,10	659,625,626	7,7,6	485,483,406	181	101	1	1.0	0.008,0.008,0.009	0.008,0.008,0.008	0.0
4913	"ENSG00000144354"	"CDCA7"	chr2	+	174228545	174229717	174228545	174228623	174229522	174229717	4913	6,3,6	209,180,197	1,1,2	27,27,31	202	101	0.56316844127	1.0	0.014,0.008,0.015	0.018,0.018,0.031	-0.01
4917	"ENSG00000135723"	"FHOD1"	chr16	-	67272104	67272870	67272104	67272210	67272805	67272870	4917	0,4,0	0,0,0	9,11,3	0,0,2	202	101	1	1.0	NA,1.0,NA	1.0,1.0,0.429	0.19
4920	"ENSG00000104823"	"ECH1"	chr19	-	39306496	39306995	39306496	39306647	39306923	39306995	4920	1,1,0	695,726,717	4,3,2	502,485,461	202	101	1	1.0	0.001,0.001,0.0	0.004,0.003,0.002	-0.002
4921	"ENSG00000104823"	"ECH1"	chr19	-	39307955	39308215	39307955	39308004	39308090	39308215	4921	4,4,3	1099,1112,960	18,8,7	842,822,710	186	101	1	1.0	0.002,0.002,0.002	0.011,0.005,0.005	-0.005
4923	"ENSG00000186364"	"NUDT17"	chr1	-	145588377	145588635	145588377	145588470	145588609	145588635	4923	7,4,10	1,0,2	4,4,2	0,0,0	202	101	0.947604314343	1.0	0.778,1.0,0.714	1.0,1.0,1.0	-0.169
4924	"ENSG00000099797"	"TECR"	chr19	+	14674469	14674715	14674469	14674514	14674582	14674715	4924	8,6,6	3,1,0	9,11,15	2,2,0	168	101	0.750739632106	1.0	0.616,0.783,1.0	0.73,0.768,1.0	-0.033
4925	"ENSG00000099797"	"TECR"	chr19	+	14674469	14674715	14674469	14674514	14674611	14674715	4925	8,6,6	524,582,488	9,11,15	418,412,366	197	101	0.145009184029	0.536490813702	0.008,0.005,0.006	0.011,0.014,0.021	-0.009
4926	"ENSG00000099797"	"TECR"	chr19	+	14674469	14674715	14674469	14674514	14674646	14674715	4926	146,147,109	6,7,2	116,107,112	5,3,4	202	101	0.860300832764	1.0	0.924,0.913,0.965	0.921,0.947,0.933	0.0
4927	"ENSG00000099797"	"TECR"	chr19	+	14674793	14675099	14674793	14674909	14674993	14675099	4927	0,3,0	551,559,522	0,2,0	458,426,419	184	101	1	1.0	0.0,0.003,0.0	0.0,0.003,0.0	0.0
4928	"ENSG00000099797"	"TECR"	chr19	+	14675597	14675804	14675597	14675670	14675760	14675804	4928	6,3,6	392,457,364	5,16,11	319,305,270	190	101	0.0169932596159	0.0922261783691	0.008,0.003,0.009	0.008,0.027,0.021	-0.012
4929	"ENSG00000099797"	"TECR"	chr19	+	14675597	14675935	14675597	14675670	14675877	14675935	4929	17,13,11	1,6,4	12,14,19	5,4,12	202	101	0.240107928166	0.782462953195	0.895,0.52,0.579	0.545,0.636,0.442	0.124
4930	"ENSG00000099797"	"TECR"	chr19	+	14675597	14675935	14675597	14675804	14675877	14675935	4930	11,11,8	412,450,379	9,10,10	349,299,306	173	101	0.448390236036	1.0	0.015,0.014,0.012	0.015,0.019,0.019	-0.004
4931	"ENSG00000099797"	"TECR"	chr19	+	14675877	14676102	14675877	14675935	14676013	14676102	4931	11,9,18	401,433,381	9,10,10	344,310,320	178	101	0.818091781577	1.0	0.015,0.012,0.026	0.015,0.018,0.017	0.001
4933	"ENSG00000179335"	"CLK3"	chr15	+	74912349	74914557	74912349	74912566	74914460	74914557	4933	0,0,0	59,50,63	0,0,1	12,7,6	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.077	-0.026
4934	"ENSG00000179335"	"CLK3"	chr15	+	74914460	74914901	74914460	74914557	74914834	74914901	4934	1,1,0	56,63,75	1,1,3	13,15,14	202	101	0.459583135332	1.0	0.009,0.008,0.0	0.037,0.032,0.097	-0.05
4935	"ENSG00000186166"	"CCDC84"	chr11	+	118882648	118882964	118882648	118882713	118882858	118882964	4935	2,3,1	50,49,53	1,0,2	12,4,14	202	101	0.474548992246	1.0	0.02,0.03,0.009	0.04,0.0,0.067	-0.016
4939	"ENSG00000171863"	"RPS7"	chr2	+	3622914	3623274	3622914	3623038	3623181	3623274	4939	147,125,150	50,53,65	150,173,139	30,27,17	202	101	1.25845731613e-07	1.89163924325e-06	0.595,0.541,0.536	0.714,0.762,0.803	-0.202
4940	"ENSG00000171863"	"RPS7"	chr2	+	3622947	3623274	3622947	3623038	3623190	3623274	4940	494,470,515	1,3,1	653,648,556	6,2,1	202	101	1	1.0	0.996,0.987,0.996	0.982,0.994,0.996	0.002
4941	"ENSG00000010270"	"STARD3NL"	chr7	+	38254628	38256906	38254628	38254706	38256788	38256906	4941	1,1,1	26,37,32	0,4,5	418,386,367	202	101	1	1.0	0.019,0.013,0.015	0.0,0.005,0.007	0.012
4949	"ENSG00000132323"	"ILKAP"	chr2	-	239102915	239103511	239102915	239102972	239103422	239103511	4949	13,7,9	17,14,22	3,7,2	17,25,20	202	101	0.00362274478624	0.0240761580586	0.277,0.2,0.17	0.081,0.123,0.048	0.132
4950	"ENSG00000132323"	"ILKAP"	chr2	-	239102915	239103511	239102915	239102972	239103445	239103511	4950	29,16,14	140,154,149	9,8,9	28,50,68	202	101	0.432514358618	1.0	0.094,0.049,0.045	0.138,0.074,0.062	-0.029
4952	"ENSG00000187147"	"RNF220"	chr1	+	45115554	45117395	45115554	45115629	45116375	45117395	4952	5,6,2	243,229,207	4,0,3	18,20,18	202	101	0.0465871728304	0.217482558042	0.01,0.013,0.005	0.1,0.0,0.077	-0.05
4954	"ENSG00000100983"	"GSS"	chr20	-	33530290	33530809	33530290	33530430	33530733	33530809	4954	15,10,17	307,374,348	3,5,6	167,183,192	202	101	0.0726528842996	0.312255135964	0.024,0.013,0.024	0.009,0.013,0.015	0.008
4956	"ENSG00000115286"	"NDUFS7"	chr19	+	1388523	1388937	1388523	1388592	1388741	1388937	4956	5,2,2	3,3,0	2,5,3	0,0,0	202	101	2.88130563013e-05	0.000297562174968	0.455,0.25,1.0	1.0,1.0,1.0	-0.432
4957	"ENSG00000115286"	"NDUFS7"	chr19	+	1388523	1388937	1388523	1388592	1388831	1388937	4957	5,2,2	725,728,690	2,5,3	692,593,523	202	101	1	1.0	0.003,0.001,0.001	0.001,0.004,0.003	-0.001
4959	"ENSG00000115286"	"NDUFS7"	chr19	+	1390869	1391164	1390869	1391049	1391117	1391164	4959	1,8,1	423,462,366	4,0,3	334,366,279	168	101	1	1.0	0.001,0.01,0.002	0.007,0.0,0.006	-0.0
4960	"ENSG00000115286"	"NDUFS7"	chr19	+	1393240	1395583	1393240	1393329	1395389	1395583	4960	3,3,1	260,285,244	5,4,3	240,241,194	202	101	1	1.0	0.006,0.005,0.002	0.01,0.008,0.008	-0.004
4964	"ENSG00000104904"	"OAZ1"	chr19	+	2271383	2271953	2271383	2271529	2271780	2271953	4964	0,0,1	2987,3076,3088	0,0,1	2564,2623,2427	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
4968	"ENSG00000008517"	"IL32"	chr16	+	3115369	3115827	3115369	3115495	3115781	3115827	4968	46,60,49	213,211,216	105,107,76	237,292,285	202	101	0.00534613822592	0.0335125826345	0.097,0.124,0.102	0.181,0.155,0.118	-0.044
4969	"ENSG00000008517"	"IL32"	chr16	+	3115640	3115827	3115640	3115688	3115784	3115827	4969	54,77,56	245,242,199	120,116,82	283,280,247	196	101	0.00595783918589	0.0369437501138	0.102,0.141,0.127	0.179,0.176,0.146	-0.044
4970	"ENSG00000008517"	"IL32"	chr16	+	3117377	3117614	3117377	3117416	3117554	3117614	4970	247,234,239	1006,1051,976	558,520,471	1214,1322,1234	202	101	1.2305368613e-08	2.11549181365e-07	0.109,0.1,0.109	0.187,0.164,0.16	-0.064
4973	"ENSG00000115211"	"EIF2B4"	chr2	-	27592280	27592786	27592280	27592416	27592742	27592786	4973	0,1,2	371,386,360	14,20,27	65,57,54	202	101	0	0.0	0.0,0.001,0.003	0.097,0.149,0.2	-0.147
4987	"ENSG00000087460"	"GNAS"	chr20	+	57484404	57484634	57484404	57484478	57484575	57484634	4987	8,12,6	9660,10266,9598	89,80,80	9724,10150,8838	197	101	1	1.0	0.0,0.001,0.0	0.005,0.004,0.005	-0.004
4989	"ENSG00000104783"	"KCNN4"	chr19	-	44273114	44273712	44273114	44273184	44273484	44273712	4989	3,0,1	0,0,0	1,0,0	1,0,0	202	101	1	1.0	1.0,NA,1.0	0.333,NA,NA	0.667
4990	"ENSG00000104783"	"KCNN4"	chr19	-	44273114	44273712	44273114	44273184	44273593	44273712	4990	3,0,1	29,46,38	1,0,0	21,32,16	202	101	1	1.0	0.049,0.0,0.013	0.023,0.0,0.0	0.013
4997	"ENSG00000168906"	"MAT2A"	chr2	+	85769277	85769870	85769277	85769496	85769687	85769870	4997	1,2,4	815,807,865	0,0,0	304,330,318	202	101	1	1.0	0.001,0.001,0.002	0.0,0.0,0.0	0.001
5002	"ENSG00000100911"	"PSME2"	chr14	-	24613608	24614364	24613608	24613677	24614266	24614364	5002	23,15,22	1310,1356,1400	21,16,12	1141,1161,1051	202	101	1	1.0	0.009,0.006,0.008	0.009,0.007,0.006	0.0
5003	"ENSG00000100911"	"PSME2"	chr14	-	24613608	24614482	24613608	24613677	24614451	24614482	5003	35,25,29	1,1,1	25,20,21	5,3,6	202	101	8.21990675272e-05	0.000786645076235	0.946,0.926,0.935	0.714,0.769,0.636	0.229
5004	"ENSG00000100911"	"PSME2"	chr14	-	24613608	24614482	24613608	24614364	24614451	24614482	5004	18,12,10	670,683,699	4,5,9	496,520,539	187	101	0.918799686161	1.0	0.014,0.009,0.008	0.004,0.005,0.009	0.004
5005	"ENSG00000100911"	"PSME2"	chr14	-	24614587	24615449	24614587	24614674	24614918	24615449	5005	16,9,15	1065,1094,1047	13,14,7	892,913,811	202	101	1	1.0	0.007,0.004,0.007	0.007,0.008,0.004	-0.0
5006	"ENSG00000100911"	"PSME2"	chr14	-	24614587	24615449	24614587	24614674	24615416	24615449	5006	29,31,19	0,0,0	34,33,30	2,0,0	202	101	1	1.0	1.0,1.0,1.0	0.895,1.0,1.0	0.035
5007	"ENSG00000100911"	"PSME2"	chr14	-	24614918	24615449	24614918	24614961	24615416	24615449	5007	280,361,327	2,1,0	281,300,259	0,1,0	202	101	1	1.0	0.986,0.994,1.0	1.0,0.993,1.0	-0.004
5008	"ENSG00000100911"	"PSME2"	chr14	-	24614918	24615449	24614918	24614981	24615416	24615449	5008	41,57,31	808,708,737	61,58,50	653,697,619	202	101	0.00530012073252	0.0332968197441	0.025,0.039,0.021	0.045,0.04,0.039	-0.013
5009	"ENSG00000100911"	"PSME2"	chr14	-	24614918	24615449	24614918	24615105	24615416	24615449	5009	27,29,17	46,32,26	33,33,30	41,32,27	202	101	0.156397904805	0.569820285146	0.227,0.312,0.246	0.287,0.34,0.357	-0.066
5013	"ENSG00000184281"	"TSSC4"	chr11	+	2423840	2425106	2423840	2423882	2424074	2425106	5013	156,134,140	24,20,12	193,148,187	1,3,4	202	101	3.42714745472e-12	8.70738083407e-11	0.765,0.77,0.854	0.99,0.961,0.959	-0.174
5014	"ENSG00000111077"	"TENC1"	chr12	+	53452099	53452421	53452099	53452229	53452355	53452421	5014	0,1,1	90,104,75	1,1,0	8,9,10	202	101	1	1.0	0.0,0.005,0.007	0.059,0.053,0.0	-0.033
5016	"ENSG00000111077"	"TENC1"	chr12	+	53452830	53454042	53452830	53453755	53453950	53454042	5016	4,3,1	2,2,1	1,1,0	0,0,0	202	101	1	1.0	0.5,0.429,0.333	1.0,1.0,NA	-0.579
5017	"ENSG00000111077"	"TENC1"	chr12	+	53454458	53455048	53454458	53454543	53454632	53455048	5017	7,9,10	2,3,0	4,1,2	1,2,1	189	101	0.173900346644	0.612598644435	0.652,0.616,1.0	0.681,0.211,0.517	0.286
5019	"ENSG00000111077"	"TENC1"	chr12	+	53456403	53457041	53456403	53456481	53456872	53457041	5019	0,3,1	92,94,82	0,0,0	10,17,16	202	101	1	1.0	0.0,0.016,0.006	0.0,0.0,0.0	0.007
5021	"ENSG00000140632"	"GLYR1"	chr16	-	4853203	4855311	4853203	4854149	4854522	4855311	5021	7,4,3	90,109,78	3,2,5	9,12,10	202	101	0.00232907504235	0.0161127095098	0.037,0.018,0.019	0.143,0.077,0.2	-0.115
5023	"ENSG00000101843"	"PSMD10"	chrX	-	107331182	107331329	107331182	107331202	107331325	107331329	5023	669,585,582	2,0,0	645,660,587	0,1,1	202	101	1	1.0	0.994,1.0,1.0	1.0,0.997,0.997	0.0
5024	"ENSG00000168883"	"USP39"	chr2	+	85875883	85876403	85875883	85875976	85876139	85876403	5024	14,17,11	52,61,64	10,7,5	26,43,48	202	101	0.351525317051	1.0	0.119,0.122,0.079	0.161,0.075,0.05	0.011
5026	"ENSG00000149582"	"TMEM25"	chr11	+	118401906	118402586	118401906	118401949	118402492	118402586	5026	0,0,0	5,3,3	0,1,0	1,1,1	202	101	1	1.0	0.0,0.0,0.0	0.0,0.333,0.0	-0.111
5029	"ENSG00000114745"	"GORASP1"	chr3	-	39141795	39142368	39141795	39141994	39142278	39142368	5029	3,0,3	3,1,1	2,0,0	0,1,0	202	101	1	1.0	0.333,0.0,0.6	1.0,0.0,NA	-0.189
5030	"ENSG00000114745"	"GORASP1"	chr3	-	39142237	39142593	39142237	39142368	39142506	39142593	5030	2,0,0	26,10,31	2,1,2	3,3,3	202	101	0.0148508854348	0.0819940232371	0.037,0.0,0.0	0.25,0.143,0.25	-0.202
5032	"ENSG00000168067"	"MAP4K2"	chr11	-	64559380	64559894	64559380	64559558	64559643	64559894	5032	1,1,1	28,31,31	3,2,2	7,8,13	185	101	0.00464573829748	0.0297031717275	0.019,0.017,0.017	0.19,0.12,0.077	-0.111
5033	"ENSG00000168067"	"MAP4K2"	chr11	-	64559380	64559894	64559380	64559558	64559835	64559894	5033	1,2,1	0,0,1	6,9,2	0,0,0	202	101	1	1.0	1.0,1.0,0.333	1.0,1.0,1.0	-0.222
5034	"ENSG00000168067"	"MAP4K2"	chr11	-	64559643	64559894	64559643	64559747	64559835	64559894	5034	1,2,1	38,52,30	6,9,2	12,14,15	188	101	4.23037187725e-07	5.89582410659e-06	0.014,0.02,0.018	0.212,0.257,0.067	-0.161
5035	"ENSG00000168067"	"MAP4K2"	chr11	-	64564746	64565006	64564746	64564852	64564972	64565006	5035	8,4,7	42,44,48	8,6,9	10,14,15	202	101	0.000196779602117	0.00175451626608	0.087,0.043,0.068	0.286,0.176,0.231	-0.165
5038	"ENSG00000146247"	"PHIP"	chr6	-	79665329	79668317	79665329	79665399	79668191	79668317	5038	1,0,3	41,29,43	1,1,0	40,42,10	202	101	1	1.0	0.012,0.0,0.034	0.012,0.012,0.0	0.007
5039	"ENSG00000213397"	"HAUS7"	chrX	-	152719851	152721224	152719851	152719966	152720999	152721224	5039	1,1,1	178,161,128	0,0,1	64,42,54	202	101	1	1.0	0.003,0.003,0.004	0.0,0.0,0.009	0.0
5041	"ENSG00000115649"	"CNPPD1"	chr2	-	220039499	220039830	220039499	220039628	220039709	220039830	5041	0,0,0	158,129,141	0,1,0	11,32,17	181	101	1	1.0	0.0,0.0,0.0	0.0,0.017,0.0	-0.006
5043	"ENSG00000104522"	"TSTA3"	chr8	-	144694787	144695465	144694787	144695135	144695365	144695465	5043	0,1,1	267,225,266	1,0,0	178,219,214	202	101	1	1.0	0.0,0.002,0.002	0.003,0.0,0.0	0.0
5044	"ENSG00000104522"	"TSTA3"	chr8	-	144695693	144695987	144695693	144695773	144695920	144695987	5044	7,5,10	197,253,197	52,40,33	151,136,140	202	101	0	0.0	0.017,0.01,0.025	0.147,0.128,0.105	-0.109
5045	"ENSG00000104522"	"TSTA3"	chr8	-	144696489	144696867	144696489	144696623	144696793	144696867	5045	5,12,9	204,215,210	4,4,2	164,163,141	202	101	0.050005786096	0.22897386265	0.012,0.027,0.021	0.012,0.012,0.007	0.01
5048	"ENSG00000166949"	"SMAD3"	chr15	+	67458868	67459191	67458868	67459029	67459116	67459191	5048	4,5,4	5,0,4	3,3,3	1,0,0	187	101	0.000101596227031	0.000953211659497	0.302,1.0,0.351	0.618,1.0,1.0	-0.322
5049	"ENSG00000125967"	"NECAB3"	chr20	-	32244892	32245663	32244892	32244952	32245595	32245663	5049	35,50,52	0,4,1	6,12,5	0,0,0	202	101	0.190438665422	0.661123831229	1.0,0.862,0.963	1.0,1.0,1.0	-0.058
5050	"ENSG00000125967"	"NECAB3"	chr20	-	32247302	32247538	32247302	32247356	32247458	32247538	5050	22,14,14	50,79,72	3,5,7	9,9,5	202	101	0.0769416953913	0.326291886955	0.18,0.081,0.089	0.143,0.217,0.412	-0.141
5051	"ENSG00000125967"	"NECAB3"	chr20	-	32247690	32248201	32247690	32247804	32248064	32248201	5051	4,1,1	1,2,0	0,0,0	0,1,0	202	101	1	1.0	0.667,0.2,1.0	NA,0.0,NA	0.622
5052	"ENSG00000125967"	"NECAB3"	chr20	-	32247690	32248201	32247690	32247809	32248064	32248201	5052	4,0,1	61,71,74	0,0,0	6,9,5	202	101	1	1.0	0.032,0.0,0.007	0.0,0.0,0.0	0.013
5053	"ENSG00000125967"	"NECAB3"	chr20	-	32247690	32248201	32247690	32247840	32248064	32248201	5053	4,0,1	3,12,4	0,0,0	1,0,1	202	101	1	1.0	0.4,0.0,0.111	0.0,NA,0.0	0.17
5055	"ENSG00000125967"	"NECAB3"	chr20	-	32257180	32257518	32257180	32257278	32257492	32257518	5055	13,6,8	71,75,58	2,1,6	12,9,5	202	101	0.27630997462	0.873662926359	0.084,0.038,0.065	0.077,0.053,0.375	-0.106
5057	"ENSG00000128567"	"PODXL"	chr7	-	131193709	131194344	131193709	131193787	131194123	131194344	5057	2,0,1	66,47,32	2,1,0	27,29,32	202	101	1	1.0	0.015,0.0,0.015	0.036,0.017,0.0	-0.008
5058	"ENSG00000087266"	"SH3BP2"	chr4	+	2826339	2826923	2826339	2826457	2826852	2826923	5058	8,8,9	51,39,43	5,8,5	1,0,4	202	101	3.73257683406e-06	4.5216152281e-05	0.073,0.093,0.095	0.714,1.0,0.385	-0.613
5059	"ENSG00000087266"	"SH3BP2"	chr4	+	2833649	2834139	2833649	2833705	2834057	2834139	5059	5,1,2	60,65,68	0,1,2	7,13,16	202	101	0.548204961818	1.0	0.04,0.008,0.014	0.0,0.037,0.059	-0.011
5060	"ENSG00000087266"	"SH3BP2"	chr4	+	2834716	2836016	2834716	2834776	2835423	2836016	5060	2,0,2	76,86,89	0,0,1	26,23,21	202	101	1	1.0	0.013,0.0,0.011	0.0,0.0,0.023	0.0
5061	"ENSG00000145431"	"PDGFC"	chr4	-	157688924	157689142	157688924	157689028	157689113	157689142	5061	409,300,324	18,16,13	408,444,425	0,3,4	185	101	6.63626931185e-11	1.45440680873e-09	0.925,0.911,0.932	1.0,0.988,0.983	-0.068
5062	"ENSG00000145431"	"PDGFC"	chr4	-	157731988	157732169	157731988	157732020	157732104	157732169	5062	384,288,358	5,4,2	364,354,328	0,0,0	184	101	0.421402726057	1.0	0.977,0.975,0.99	1.0,1.0,1.0	-0.019
5075	"ENSG00000179632"	"MAF1"	chr8	+	145161245	145161577	145161245	145161367	145161457	145161577	5075	1,1,0	717,741,669	0,0,0	149,162,157	190	101	1	1.0	0.001,0.001,0.0	0.0,0.0,0.0	0.001
5076	"ENSG00000115421"	"PAPOLG"	chr2	+	61021105	61022155	61021105	61021326	61022098	61022155	5076	1,0,0	0,0,0	1,1,0	27,21,23	202	101	1	1.0	1.0,NA,NA	0.018,0.023,0.0	0.986
5083	"ENSG00000112855"	"HARS2"	chr5	+	140073075	140073250	140073075	140073093	140073175	140073250	5083	8,9,2	2,1,3	9,14,14	1,2,2	182	101	0.267808111202	0.851469642592	0.689,0.833,0.27	0.833,0.795,0.795	-0.21
5085	"ENSG00000241370"	"RPP21"	chr6	+	30312935	30313175	30312935	30313005	30313074	30313175	5085	0,0,0	112,136,120	0,1,0	54,64,56	169	101	1	1.0	0.0,0.0,0.0	0.0,0.009,0.0	-0.003
5086	"ENSG00000241370"	"RPP21"	chr6	+	30313074	30313350	30313074	30313175	30313243	30313350	5086	0,0,0	5,2,3	0,1,0	1,0,0	168	101	1	1.0	0.0,0.0,0.0	0.0,1.0,NA	-0.5
5087	"ENSG00000241370"	"RPP21"	chr6	+	30313074	30313350	30313074	30313175	30313267	30313350	5087	7,3,2	89,113,119	8,2,4	53,48,40	192	101	0.0305703602933	0.152110059622	0.04,0.014,0.009	0.074,0.021,0.05	-0.027
5088	"ENSG00000241370"	"RPP21"	chr6	+	30313074	30314334	30313074	30313175	30314208	30314334	5088	0,0,0	2,0,0	0,1,0	4,3,5	202	101	1	1.0	0.0,NA,NA	0.0,0.143,0.0	-0.048
5089	"ENSG00000241370"	"RPP21"	chr6	+	30313074	30314334	30313074	30313350	30314208	30314334	5089	3,3,1	189,218,208	0,2,1	104,94,113	202	101	1	1.0	0.008,0.007,0.002	0.0,0.011,0.004	0.001
5090	"ENSG00000165795"	"NDRG2"	chr14	-	21486145	21486973	21486145	21486197	21486362	21486973	5090	3,2,1	61,62,52	0,0,2	23,26,12	202	101	0.68636399372	1.0	0.024,0.016,0.01	0.0,0.0,0.077	-0.009
5091	"ENSG00000165795"	"NDRG2"	chr14	-	21486145	21486973	21486145	21486197	21486921	21486973	5091	6,2,3	0,0,0	0,1,2	1,0,0	202	101	1	1.0	1.0,1.0,1.0	0.0,1.0,1.0	0.333
5092	"ENSG00000165795"	"NDRG2"	chr14	-	21486362	21486973	21486362	21486398	21486921	21486973	5092	6,2,8	5,7,4	1,1,2	3,1,2	202	101	0.172991760286	0.610146613982	0.375,0.125,0.5	0.143,0.333,0.333	0.064
5093	"ENSG00000124357"	"NAGK"	chr2	+	71295779	71297716	71295779	71295842	71297631	71297716	5093	4,10,3	227,230,215	1,0,0	19,22,16	202	101	0.943627599124	1.0	0.009,0.021,0.007	0.026,0.0,0.0	0.004
5095	"ENSG00000124357"	"NAGK"	chr2	+	71299770	71300724	71299770	71299881	71300611	71300724	5095	1,0,0	309,323,317	0,0,0	42,36,21	202	101	1	1.0	0.002,0.0,0.0	0.0,0.0,0.0	0.001
5096	"ENSG00000124357"	"NAGK"	chr2	+	71302684	71303831	71302684	71302740	71303733	71303831	5096	135,153,137	3,2,1	9,16,24	0,0,0	202	101	0.85549399539	1.0	0.957,0.975,0.986	1.0,1.0,1.0	-0.027
5097	"ENSG00000124357"	"NAGK"	chr2	+	71302684	71303831	71302684	71302772	71303733	71303831	5097	8,8,4	254,293,260	1,2,5	33,41,42	202	101	0.212188044579	0.713339433239	0.016,0.013,0.008	0.015,0.024,0.056	-0.019
5099	"ENSG00000151093"	"OXSM"	chr3	+	25832480	25833488	25832480	25833187	25833436	25833488	5099	13,16,13	2,0,2	10,5,6	0,0,0	202	101	0.16006523258	0.578046896525	0.765,1.0,0.765	1.0,1.0,1.0	-0.157
5100	"ENSG00000167526"	"RPL13"	chr16	+	89627118	89627471	89627118	89627247	89627347	89627471	5100	2,0,0	0,1,1	1,0,1	0,1,1	200	101	0.450206428919	1.0	1.0,0.0,0.0	1.0,0.0,0.336	-0.112
5101	"ENSG00000167526"	"RPL13"	chr16	+	89627347	89627776	89627347	89627471	89627634	89627776	5101	2,0,0	4889,5252,5227	0,0,1	5745,5717,5299	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
5102	"ENSG00000167526"	"RPL13"	chr16	+	89627634	89628159	89627634	89627776	89627985	89628159	5102	0,0,0	7248,7640,7868	1,0,1	8549,8512,7674	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
5103	"ENSG00000167526"	"RPL13"	chr16	+	89627985	89628159	89627985	89628006	89628147	89628159	5103	13300,14055,14191	181,206,181	15957,15639,14358	247,244,204	202	101	0.329624198848	0.99046120102	0.974,0.972,0.975	0.97,0.97,0.972	0.003
5109	"ENSG00000137207"	"YIPF3"	chr6	-	43480806	43481189	43480806	43480836	43481096	43481189	5109	160,158,126	0,2,4	90,78,76	2,0,2	202	101	0.878025383522	1.0	1.0,0.975,0.94	0.957,1.0,0.95	0.003
5110	"ENSG00000137207"	"YIPF3"	chr6	-	43480806	43481189	43480806	43480938	43481096	43481189	5110	0,3,1	157,172,118	2,3,2	82,100,73	202	101	1	1.0	0.0,0.009,0.004	0.012,0.015,0.014	-0.009
5111	"ENSG00000161016"	"RPL8"	chr8	-	146016661	146016880	146016661	146016692	146016755	146016880	5111	10329,10661,10253	609,596,556	12940,13556,11816	724,757,663	163	101	0.954206712425	1.0	0.913,0.917,0.92	0.917,0.917,0.917	-0.0
5112	"ENSG00000185246"	"PRPF39"	chr14	+	45565626	45565961	45565626	45565695	45565798	45565961	5112	8,8,11	2,7,10	2,3,0	1,1,0	202	101	1	1.0	0.667,0.364,0.355	0.5,0.6,NA	-0.088
5113	"ENSG00000185246"	"PRPF39"	chr14	+	45565305	45566208	45565305	45565431	45566089	45566208	5113	1,0,0	46,45,77	0,3,0	435,416,440	202	101	1	1.0	0.011,0.0,0.0	0.0,0.004,0.0	0.002
5114	"ENSG00000160949"	"TONSL"	chr8	-	145657667	145659142	145657667	145657843	145658970	145659142	5114	2,1,1	89,84,83	0,0,0	11,10,2	202	101	1	1.0	0.011,0.006,0.006	0.0,0.0,0.0	0.008
5116	"ENSG00000100316"	"RPL3"	chr22	-	39708888	39709315	39708888	39708989	39709195	39709315	5116	1,1,1	5068,5360,5305	2,3,4	5526,5530,4940	202	101	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
5117	"ENSG00000100316"	"RPL3"	chr22	-	39709195	39710213	39709195	39709315	39710111	39710213	5117	1,1,1	75,71,67	2,3,4	190,195,166	202	101	1	1.0	0.007,0.007,0.007	0.005,0.008,0.012	-0.001
5120	"ENSG00000007923"	"DNAJC11"	chr1	-	6697506	6698424	6697506	6697564	6698142	6698424	5120	0,3,0	3,4,1	0,1,0	10,8,12	202	101	0.676044756223	1.0	0.0,0.273,0.0	0.0,0.059,0.0	0.071
5121	"ENSG00000007923"	"DNAJC11"	chr1	-	6697506	6698424	6697506	6697564	6698354	6698424	5121	10,6,3	156,160,160	2,7,6	27,24,25	202	101	0.000385311705649	0.00325361737329	0.031,0.018,0.009	0.036,0.127,0.107	-0.071
5127	"ENSG00000139645"	"ANKRD52"	chr12	-	56631590	56637176	56631590	56631752	56637021	56637176	5127	0,1,0	16,9,13	0,0,0	1,2,0	202	101	1	1.0	0.0,0.053,0.0	0.0,0.0,NA	0.018
